region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
South Asia,SAS,Bangladesh,BGD,2005,national,HIES,national,2005,consumption,2,2000 - 2016,3.75,0.6702109217394635,0.23187526505662862,0.10125916156238107,0.3112733692399641,3.8145173531768823,2.9603692210391217,0.17858515738354191,0.3320129205904342,0.265719944170249,0.03849576090323961,0.04910200061654425,0.05707922912988071,0.06476411263100959,0.07301701109553344,0.08289037428673734,0.09566679585307558,0.11382518718570928,0.14520505057859823,0.2799544777196503,0.3593626618385315,29.5140819549561,140912590,779.3361452246465,628.5491696033685,FALSE,micro,survey
South Asia,SAS,Bangladesh,BGD,2010,national,HIES,national,2010,consumption,2,2000 - 2016,3.75,0.6111551666369326,0.19411629021614218,0.0802204385079126,0.2556614657634691,4.082852947787195,3.2445063647813335,0.16758584359242518,0.321303193870502,0.25815017094872383,0.03853314140710613,0.05001410139500448,0.05833369139477228,0.06629740260338565,0.07488495119277233,0.0848175126357485,0.09735191496855555,0.11489647045137608,0.14561725195333597,0.26925356199792705,0.6676947474479675,29.5140819549561,148391139,992.594942304018,761.658022813657,FALSE,micro,survey
South Asia,SAS,Bangladesh,BGD,2016,national,HIES,national,2016,consumption,2,2000 - 2016,3.75,0.5360082763229032,0.15968989249902218,0.0638443752690499,0.20840936288126957,4.474710214804576,3.5797248614303685,0.17183924351010962,0.3238527251961525,0.2608576542298615,0.03698966994658983,0.049368004668563496,0.058007831683402525,0.06642273655309516,0.07511772212892756,0.0853921021560573,0.098419740751436,0.11591529854128341,0.1460161717243651,0.2683507218462843,0.9460552930831908,29.5140819549561,159784568,1342.1686213096,933.4700991007655,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,1989,national,HBS,national,1989,consumption,0,1989 - 1994,3.75,0.0010153442382812498,6.637527480402419e-4,6.537527480402419e-4,8.531346799987415e-5,25.274421279775762,23.04520424539552,0.08979577340222004,0.23427184593785322,0.19366527454823534,0.04564671194707931,0.05889866886343054,0.06918129133972328,0.07818173300817172,0.08680969759099472,0.09579636941147007,0.10604449854025783,0.11921672863351562,0.1399418093488779,0.20028249131647902,0.2643571436939141,0.735404968261719,8876972,4784.05464613583,2832.48078979274,FALSE,group,survey
Europe & Central Asia,ECA,Bulgaria,BGR,1992,national,HBS,national,1992,income,1,1992,3.75,0,0,0,0,21.48854452005279,18.32035984772491,0.1579239085301988,0.30714308000527707,0.2490985340761586,0.03468312001367946,0.048565523926503484,0.05987832919049596,0.07009400266906907,0.08011437245198866,0.09075479987110208,0.10312047304367289,0.11938169254622721,0.1459840625249983,0.2474236237622629,2.744992587245846,0.735404968261719,8540164,3836.76395475034,2276.39485878803,FALSE,group,survey
Europe & Central Asia,ECA,Bulgaria,BGR,1994,national,HBS,national,1994,consumption,0,1989 - 1994,3.75,0.006995593261718749,0.0031947832232598083,0.0031847832232598083,0.0019563726841744927,14.590320991161098,13.201482978074626,0.09888839532790497,0.243219702692413,0.1908803073902276,0.043873412030578984,0.05833695365301267,0.06889907820075203,0.07784593825502972,0.08625711589267715,0.09491951241017343,0.10475132688001237,0.11742786393472004,0.1377685990326396,0.209920199710404,9.303920057576628,0.735404968261719,8443591,3892.71107002069,2137.29141213166,FALSE,group,survey
Europe & Central Asia,ECA,Bulgaria,BGR,1995,national,IHS,national,1995,consumption,3,1995 - 2001,3.75,0.033816425120772944,0.01101885161263486,0.005217386086488202,0.01563403224453482,13.510398951810286,11.080447409483197,0.1871834260904624,0.32772338019027636,0.25785585700917446,0.030139166024447665,0.04793403314352637,0.05930758180793755,0.06844189807124357,0.0775335279977731,0.08732696264074086,0.10114068463873999,0.11874292936272712,0.14583385587441566,0.2635993604384469,0.0150782798925626,0.735404968261719,8406067,4021.96452989335,2545.70245354143,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,1997,national,IHS,national,1997,consumption,2,1997,3.75,0.07772119140625,0.01322477877278247,0.004237264630259599,0.017493661349453273,7.594035329884577,6.579199015563521,0.11393684256339874,0.26378242605857616,0.21124678831877974,0.045236956150133345,0.05601028237733319,0.06518378936437524,0.07370238137620644,0.08222122324546438,0.09139558012979998,0.10217076822562188,0.11645269226754451,0.13993663070794415,0.22768969615557688,0.3870659478447181,0.735404968261719,8312068,3675.15273864966,1802.44739231166,FALSE,group,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2001,national,IHS,national,2001,consumption,3,1995 - 2001,3.75,0.0855342539214372,0.026790151350860898,0.011454845329530637,0.03589128201708318,10.723045894990701,9.204575664677161,0.18899245697711373,0.3268216141978437,0.26846949376659374,0.02575771268737155,0.04484345189116183,0.05864018132639759,0.06951708724888145,0.08027852264005814,0.09214241816042967,0.10555721018599329,0.12272887166755009,0.15126972948870065,0.24926481470345152,0.5580242372330139,0.735404968261719,8009142,3937.67150224538,2286.46501560149,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2003,national,MTHS,national,2003,consumption,4,2003 - 2007,3.75,0.05142017654234159,0.013356210902321936,0.005035315556201359,0.01713474012419852,10.043354084999377,8.647655277888566,0.14287524241515095,0.2891790439797629,0.22974174146678203,0.03442647951640324,0.053103032819180364,0.06392790493580826,0.07326771172086069,0.08138406369055834,0.09193490129064175,0.10335395899143562,0.11852223599347833,0.1437694668647106,0.23631024417692348,0.6043137092189402,0.735404968261719,7775327,4519.14992092151,2651.41751302345,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2006,national,EU-SILC,national,2006,income,5,2006 - 2014,3.75,0.11819405291400288,0.05290690346480634,0.03346348964896343,0.10500653059978697,11.189068027893377,9.502100674982257,0.274085390561544,0.3570257336395637,0.2797007784679811,0.01616734978997558,0.04034919701013322,0.05633023978662888,0.06931414769922838,0.07998283853546659,0.09087222239263776,0.10510764979818299,0.12433989118298688,0.15195279074038182,0.2655836730643767,0.7227113067433488,0.735404968261719,7601022,5629.75831393618,3456.24370915406,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2007,national,MTHS,national,2007,consumption,4,2003 - 2007,3.75,0.028660334411276807,0.0069207679458819366,0.0028254617267578076,0.00936103805908219,13.376852149578884,11.943628822631425,0.13822514261626595,0.2813634140559076,0.23043197028571377,0.032620612728832175,0.05238110812895886,0.06396591907578597,0.07450359104930462,0.08445712445655068,0.09473811218313116,0.10722307960768812,0.1228327318138932,0.1457042030855722,0.22157351787028157,0.7834374171888884,0.735404968261719,7545338,6048.69609187226,3881.33041859521,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2007,national,EU-SILC,national,2007,income,5,2006 - 2014,3.75,0.05124743232943013,0.01771577849408247,0.009406143070975613,0.028126538958121915,15.836999286883174,12.863037132016267,0.23654498564239618,0.3609599122596473,0.2958655586667371,0.022019723953191756,0.0429687838588194,0.054628076310026905,0.06464229587398392,0.07529522868618937,0.08742579717832233,0.10225340141834477,0.12073487918560777,0.150540964260219,0.2794908492752898,0.7834374171888884,0.735404968261719,7545338,6048.69609187226,3881.33041859521,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2008,national,EU-SILC,national,2008,income,5,2006 - 2014,3.75,0.03713857012005357,0.012264854741948097,0.006268713494037818,0.018200809116340415,17.41311532997392,14.656128544022673,0.20419941973217987,0.335731273727392,0.2752015697855662,0.024187409068526303,0.045202775718465246,0.057814737773943775,0.06846371313470284,0.07861748115065467,0.08999823333288426,0.1038817487363693,0.12165916013463618,0.15344121553032375,0.256733525419497,0.8801818594743193,0.735404968261719,7492561,6464.67265403586,4044.88132475367,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2009,national,EU-SILC,national,2009,income,5,2006 - 2014,3.75,0.03261177450236553,0.011023993230123754,0.005344801554136468,0.01565914428646658,18.170862593391107,15.459045827865015,0.20781491022983475,0.3382319878685359,0.2762397273927732,0.023714490672336157,0.04422537452080003,0.05692674120098978,0.06838644495901602,0.07901535848314553,0.09075297507391533,0.10491044256553772,0.12290798266885383,0.15227527163381294,0.2568849182215909,0.9044150634812442,0.735404968261719,7444443,6288.67740963612,3897.29117160412,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2010,national,EU-SILC,national,2010,income,5,2006 - 2014,3.75,0.04728100481297664,0.0173476306158613,0.009245551866913258,0.026150308723021917,17.400626193793546,14.574065905823483,0.23608231417362283,0.35653572143461865,0.289342276791936,0.021081894760696305,0.04149822339581852,0.05498152871339665,0.06602449236855032,0.07765613485395878,0.0896456876661409,0.10345940325745262,0.12349274401499305,0.1530815857918646,0.26907830517712783,0.9264736640431706,0.735404968261719,7395599,6427.81006212601,4016.33518647753,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2011,national,EU-SILC,national,2011,income,5,2006 - 2014,3.75,0.055356287342845895,0.022339071384422572,0.012957913662734613,0.03194039166310186,16.1228343334109,13.78207970348791,0.22474690970844824,0.34278607708546893,0.2690042349495899,0.020651466678088603,0.04344208715464459,0.05779924361803157,0.06939445350998173,0.07989220046547602,0.0908898906762935,0.10463741029701845,0.12218604848433373,0.15079581900641914,0.26031138010970944,0.9655699450789816,0.735404968261719,7348328,6605.08982045823,4122.75175036211,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2012,national,EU-SILC,national,2012,income,5,2006 - 2014,3.75,0.056842594820145254,0.02067011071731901,0.01132287310669302,0.030226737884396938,16.949431750566983,14.050603164810418,0.24345738021873947,0.360139230505351,0.2867685486072956,0.019956190706827165,0.041573733939421736,0.0555919264602176,0.06640496722762337,0.07710089740408846,0.08881536429786047,0.1019845327754092,0.12153078730923189,0.15322470324755433,0.27381689663176256,0.994098353146976,0.735404968261719,7305888,6693.61236429071,4302.11676788639,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2013,national,EU-SILC,national,2013,income,5,2006 - 2014,3.75,0.05215827115743858,0.020335636272283093,0.010959302928664025,0.03074288917315683,18.926698174335062,15.684114402633002,0.256884904613639,0.3657364537318636,0.29219303440137406,0.017895436503293106,0.03935280014456931,0.05504195635902254,0.06656432143507793,0.07774921078867103,0.08922000397054547,0.10355497337197894,0.12201948014487102,0.15281057378100615,0.2757912435009614,1.002946759077476,0.735404968261719,7265115,6693.45015260161,4158.35787839389,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2014,national,EU-SILC,national,2014,income,5,2006 - 2014,3.75,0.041816633678749965,0.01606849946185066,0.00858991253245701,0.02212931700943775,20.173130252990216,16.277571251747126,0.25905252782978516,0.3741856838867722,0.29841694050918444,0.019614027247285733,0.04043052190445931,0.053372457976537994,0.06442668902807389,0.07504951557848649,0.08663900294677551,0.10072795262671003,0.12025696980157963,0.15144970479775544,0.28803315809233354,0.988723163191672,0.735404968261719,7223938,6796.68911922266,4240.47068263862,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2015,national,EU-SILC,national,2015,income,6,2015 - 2020,3.75,0.06353075456443892,0.029147698173252853,0.017992209573048774,0.04789310667376121,19.2537927704163,15.466485101086176,0.2946310074535239,0.3856734715099758,0.31697779896159217,0.015402619350864621,0.03729001783171659,0.052754708745333806,0.0635698586990423,0.07451019264184641,0.08708146338526301,0.10313603657876497,0.12287324174959391,0.1560198557269301,0.28736200529064804,0.9876886273223072,0.735404968261719,7177991,7074.68102325059,4387.95246354733,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2016,national,EU-SILC,national,2016,income,6,2015 - 2020,3.75,0.04960335484822364,0.019016353828088646,0.010420491809322908,0.02826541031560251,23.008419632505078,17.697788272968783,0.3113699244251607,0.4059106371074086,0.31986794944999897,0.01633359498609668,0.0373409351510746,0.04989354075026878,0.06048715784540666,0.07148249038619048,0.08334732324535421,0.09835263822759549,0.11921181807714093,0.14915411891523134,0.31439638241564416,0.9798004680292296,0.735404968261719,7127822,7341.04761379451,4517.04256322084,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2017,national,EU-SILC,national,2017,income,6,2015 - 2020,3.75,0.036223883017123724,0.01281492783135147,0.00664603006301654,0.01914221094864892,22.89602843388781,17.449933211007593,0.29952913950328,0.4037904682486896,0.3126867303211496,0.01917235840235017,0.03808738668718206,0.05037697579012987,0.060078711962120626,0.0708410700279481,0.08277371026664634,0.0968666439951808,0.11599934974476789,0.14699973391514098,0.3188040592085327,1,0.735404968261719,7075947,7599.12495683519,4665.2860168224,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2018,national,EU-SILC,national,2018,income,6,2015 - 2020,3.75,0.024674938298855465,0.008593874733898665,0.004202798840534355,0.012351516473170598,26.549578783971683,19.614900458564982,0.30767504242062765,0.4128409897525427,0.3254004934793416,0.019052216937670355,0.037919344267722005,0.04905263433779357,0.05874327309695304,0.06880301394601526,0.0804252009327032,0.09482190340449947,0.11519041734160207,0.1497985164116048,0.3261934793234378,1.028145440362322,0.735404968261719,7025037,7859.6921556743,4873.94711337843,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2019,national,EU-SILC,national,2019,income,6,2015 - 2020,3.75,0.029781921787153474,0.010100248804752304,0.005141523487284061,0.014970289940689501,27.429431945113176,20.862291329670583,0.29492794045597215,0.402713839760816,0.32126653600474303,0.018816535860301974,0.038107945115812336,0.050283873946962585,0.06005548935106614,0.07029831311067314,0.08170545480706132,0.09626284396550144,0.11797880403399275,0.1524486030585812,0.31404213675004433,1.060056305724434,0.735404968261719,6975761,8234.83966944834,5201.07733840445,FALSE,micro,survey
Europe & Central Asia,ECA,Bulgaria,BGR,2020,national,EU-SILC,national,2020,income,6,2015 - 2020,3.75,0.014977888648673903,0.004120600796505922,0.0018164938412149171,0.005777108515483231,30.879647265032727,22.822475178828274,0.29063027394696,0.4052315362501362,0.31413116659996015,0.021496735006062268,0.03973952972395041,0.0503048253589522,0.059173057624009984,0.06889794498688734,0.07986123982305424,0.09325502889741932,0.11335518789083265,0.14824102069665046,0.325675429992179,1.077785066903073,0.735404968261719,6934015,7956.46908962689,5202.70773569664,FALSE,micro,survey
Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2001,national,LSMS,national,2001,consumption,0,2001 - 2004,3.75,0.013609595852877012,0.003727637500590081,0.0018763214536326226,0.0055612928688689904,13.474113205448273,11.426370745115195,0.15669874350831237,0.299664484890372,0.2325794143364965,0.035901551527414685,0.05195323609898096,0.062146252560821846,0.07090401644195787,0.079977377590152,0.08995089705291487,0.10309682890091593,0.11812960273253648,0.1397051071688974,0.24823512992540908,0.7892753151285784,0.781866908073425,4194932,2606.73856267317,2274.43802453699,FALSE,micro,survey
Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2004,national,LSMS,national,2004,consumption,0,2001 - 2004,3.75,0.00832846068287659,0.002265140473751472,0.0010032853577199381,0.0032561099540822378,20.385946492317487,16.501048628589885,0.19381773908475458,0.3403749008490955,0.2937757703095308,0.029417828084592472,0.044537946844513586,0.055409288737675214,0.06546261119175834,0.07554490489423601,0.0871702164573448,0.10223939806542204,0.12218040051833201,0.15447033891372697,0.26356706629239757,0.7983161419168007,0.781866908073425,4142860,3061.53753838998,2621.67460311917,FALSE,micro,survey
Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2007,national,HBS,national,2007,consumption,1,2007 - 2011,3.75,0.0049262596448385486,0.001217768571366376,4.5546047958052745e-4,0.0015902860789579639,22.21468575208309,18.299321334602123,0.18279733935607836,0.33061586526663633,0.2945284814961669,0.03007654146394605,0.04472271877149667,0.05592037928359854,0.06642277612227734,0.07694778343235928,0.08910272645959355,0.10474232842876524,0.12509157139972021,0.15584285848479196,0.25113031615345427,0.8907404463612874,0.781866908073425,4007876,3669.00015038521,3103.84194181719,FALSE,micro,survey
Europe & Central Asia,ECA,Bosnia and Herzegovina,BIH,2011,national,HBS,national,2011,consumption,1,2007 - 2011,3.75,0.008945611321010051,0.0017936875723968762,5.784487402422659e-4,0.0022335601077813926,21.184617775418317,17.60119079497963,0.18398356365867316,0.3303018586994583,0.2887920462273493,0.029355134535934323,0.04520403124753051,0.05630733788160963,0.06665088228707605,0.07735602907591849,0.0893596094450902,0.10486102551846438,0.12413114172880019,0.15534378438279228,0.25143102389678906,1.007969386163288,0.781866908073425,3743142,4091.56332391103,3339.88162256451,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,1993,national,FBS,national,1993,income,0,1993 - 1995,3.75,0.13463934103880795,0.02119981174319574,0.004722533237972074,0.025332669961272244,6.16066231193699,5.685074874647262,0.07740132600995685,0.2160371933908537,0.17068675611104722,0.04869631040326672,0.06247623571175823,0.07236552642528118,0.08066034308890269,0.08840544434200537,0.09633759067478603,0.10529208188228467,0.11676182035671223,0.13495650956419225,0.19404813755081063,4.0682815632e-6,6165.209412575,10239050,2373.89052136425,679.459671098752,FALSE,group,survey
Europe & Central Asia,ECA,Belarus,BLR,1995,national,FBS,national,1995,income,0,1993 - 1995,3.75,0.0732054931640625,0.018151210991130963,0.008413335500315061,0.02187108978912644,9.197755941499116,8.138276347040048,0.1429090594321272,0.2876173084753302,0.24156047368496716,0.03393133283293599,0.05113092727117924,0.06218517741427544,0.07250128550020882,0.08300877698087034,0.09433566048034181,0.10727610978729935,0.12333952583632113,0.14679439849565046,0.22549680540091743,7.642289779797e-4,6165.209412575,10193831,1886.47742528651,518.617497905293,FALSE,group,survey
Europe & Central Asia,ECA,Belarus,BLR,1998,national,HHS,national,1998,consumption,1,1998 - 2020,3.75,0.5868277179576938,0.20764028838936396,0.09806231133407878,0.29231964785739195,3.9448279866481153,3.3103293265162557,0.1723773411420261,0.32018349839127425,0.2719588768581884,0.03129089024700665,0.04735702219969422,0.05790376303064988,0.0679552948701391,0.07842403821942182,0.09017530143517422,0.10401570700911306,0.12217698628131157,0.15155675098665122,0.2491442457208004,0.0033074535884873,6165.209412575,10071963,2370.18646740428,694.193692428634,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,1999,national,HHS,national,1999,consumption,1,1998 - 2020,3.75,0.5285749441956233,0.18587177593234416,0.08853874166276458,0.2635314079455119,4.185409298134217,3.5744079062302316,0.17115992216103604,0.31738148576858893,0.27759213590334586,0.02973606836781329,0.04643870493190306,0.05751203652286897,0.06860669592968843,0.07976050098463625,0.09220606717304292,0.10667466223469813,0.1252359071140265,0.15347350903083012,0.24035584771048069,0.0130207426111294,6165.209412575,10026738,2461.82685103912,760.749232171677,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2000,national,HHS,national,2000,consumption,1,1998 - 2020,3.75,0.45329485355393007,0.14495938008620982,0.0653719207017446,0.20100905095141414,4.645981237445251,3.9803196700899863,0.1652761966157523,0.31167483635149185,0.264334114811081,0.03088947838992764,0.04775962023141149,0.05895970089582252,0.0697407593382108,0.08023749989804,0.09158674003876566,0.1056714370187144,0.1241192842533429,0.15062280486632995,0.24041267506944175,0.0349763473502158,6165.209412575,9979610,2616.91299263359,823.410990370834,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2001,national,HHS,national,2001,consumption,1,1998 - 2020,3.75,0.2973060104472455,0.0817704119605536,0.033418451424283145,0.10888692972793844,5.767390274527026,4.956195635785899,0.15833206216725065,0.3057672370556843,0.2529962763034739,0.03257867007775143,0.04903260215047351,0.06028659446875838,0.07020749796319029,0.08066230842281463,0.09156142847823273,0.1045513620581296,0.12204660444265658,0.14912961861093676,0.23994331332703844,0.0563591151265931,6165.209412575,9928549,2754.66446971789,970.880704843812,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2002,national,HHS,national,2002,consumption,1,1998 - 2020,3.75,0.23698533558083204,0.061373408587737155,0.02380030762195037,0.080436293460723493,6.335301535911184,5.457107140763121,0.15585439739954116,0.3033624417930314,0.2500719376940527,0.0334773659805163,0.04934725112925603,0.06042415355918586,0.07067970997733297,0.0805667506663843,0.09191434466258958,0.10450900897129417,0.12119590416787757,0.1476744913426401,0.240211019542932,0.0803329048918387,6165.209412575,9865548,2912.12336094185,1084.95264871738,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2003,national,HHS,national,2003,consumption,1,1998 - 2020,3.75,0.20370656860794936,0.05076304298870783,0.01937699842850468,0.06616510004753001,6.536702398379727,5.732066990793175,0.13973795414252443,0.288210117769894,0.24294208734176603,0.03452411333017265,0.05109573484575254,0.06279496280049099,0.07231125878195799,0.08197570128309839,0.09314572830342377,0.10552116816698481,0.12291885857231866,0.14936248534933805,0.22634998856646238,0.1031457108403521,6165.209412575,9796749,3139.12098642967,1171.15559911409,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2004,national,HHS,national,2004,consumption,1,1998 - 2020,3.75,0.1140185409532006,0.025092823371263052,0.008319904442533556,0.031148163620904668,7.341129818192691,6.561495435065594,0.1158659410915967,0.2647988507787862,0.2233298619002568,0.038442492325094495,0.05519212980968342,0.06525766204857553,0.07453342220367332,0.0843018016107181,0.09444489472042344,0.10677544068549544,0.12180718138926083,0.14573937576874396,0.21350559943833214,0.1218235871037537,6165.209412575,9730146,3522.48985117687,1290.02368233649,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2005,national,HHS,national,2005,consumption,1,1998 - 2020,3.75,0.06950142261049556,0.014352108903711407,0.005007550186243223,0.018111391646016654,9.028547762595915,8.03109488956,0.12709279075637012,0.2755341068654982,0.23155844729296232,0.036318701179516306,0.05238811011365569,0.06355265936269262,0.07445271204161566,0.08407632626386152,0.09426494435293736,0.106780550375354,0.12353886572949146,0.14660336902236693,0.21802376155851466,0.1343817700925277,6165.209412575,9663915,3880.01436974552,1489.04388592859,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2006,national,HHS,national,2006,consumption,1,1998 - 2020,3.75,0.039531940439502394,0.007407140238008194,0.002417497705544619,0.00931759844076218,10.439299116752066,9.207118866904224,0.13359137098871787,0.28275442972645093,0.2397927130741073,0.03609693741627841,0.05146311067430766,0.06258329143016705,0.07289069564928177,0.08276045300457258,0.09411527924786295,0.10684402231345713,0.12208735617928301,0.14713462071573213,0.2240242333690673,0.1437846320586639,6165.209412575,9604924,4294.22867163526,1688.52433274818,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2007,national,HHS,national,2007,consumption,1,1998 - 2020,3.75,0.028325650943080538,0.005840799829392571,0.001791246916955393,0.007067446312504055,11.997122273391746,10.38571163446624,0.14677962872113068,0.2961237986760703,0.24340214884914055,0.03507919637732966,0.05079499441223022,0.061394565789364836,0.07079737570670061,0.08121350643180625,0.0918072791472832,0.1041669208208319,0.12076142748457458,0.1482825090521499,0.23570222477772684,0.1559010242306901,6165.209412575,9560953,4684.98029099754,1923.06849383266,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2008,national,HHS,national,2008,consumption,1,1998 - 2020,3.75,0.0197067602835462,0.0032560152118661706,9.119468508178871e-4,0.003863290324335305,12.466429881748377,11.01658340406362,0.12945242086435438,0.2782604460351257,0.23508440901353658,0.0368969462883718,0.05305498967375252,0.06344639109442256,0.07294862438112698,0.08259243581270154,0.09420815493565099,0.10709793307707388,0.12190979179268047,0.14453669476308806,0.22330803818114586,0.1790334244200882,6165.209412575,9527985,5180.71234438981,2244.87064425709,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2009,national,HHS,national,2009,consumption,1,1998 - 2020,3.75,0.019602948814504043,0.0033718949830467077,9.92071328501124e-4,0.004071690903405281,12.59050366257721,11.158714168040689,0.12836764682919297,0.27689306302433747,0.22182202857934996,0.037115608259998135,0.05353401373153962,0.06452578319024294,0.07379924306149249,0.0834725052944647,0.09344589451825003,0.10444289421441877,0.11982610010246453,0.1440752951417673,0.22576266248537036,0.202210468244248,6165.209412575,9504583,5203.85488670206,2250.40240803126,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2010,national,HHS,national,2010,consumption,1,1998 - 2020,3.75,0.010181704836361806,0.001321761548425489,3.1940491138520604e-4,0.0015285689185170303,14.204151621891619,12.327235148224391,0.13404698959370856,0.28566599758857736,0.24214454562540172,0.036466121105817643,0.05164759353595095,0.06202811117481896,0.07224552646857152,0.08229728758908358,0.092754604469523,0.10563265603694783,0.12215483337751809,0.14623740327116563,0.22853586297060324,0.2178529596236718,6165.209412575,9483836,5621.93717466556,2468.50107300057,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2011,national,HHS,national,2011,consumption,1,1998 - 2020,3.75,0.00631546114654888,8.047669197791037e-4,1.5077804406846634e-4,8.956444535211767e-4,14.550511957410187,12.923372851786963,0.12191348623723182,0.27152551705398864,0.2287971511350489,0.037729202965059466,0.053774211284204954,0.06454990001908503,0.07405880104296333,0.08335380762958347,0.09462300594773676,0.10646224589197162,0.12201745561074329,0.14488467524846071,0.21854669436019536,0.3338132551771658,6165.209412575,9461643,5938.22068048537,2528.91802451012,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2012,national,HHS,national,2012,consumption,1,1998 - 2020,3.75,0.0017576257442562593,3.403295925368836e-4,1.0550853781840919e-4,4.1226779257587246e-4,16.294647002852436,14.584607963399295,0.11644017934484854,0.26526199021054697,0.21565667125702243,0.03957308166697548,0.05524693666533637,0.06516148618720582,0.07476009676423276,0.08440019863392462,0.09440110240004862,0.10553468882114198,0.11970320831755032,0.14325049412103885,0.2179687064225463,0.531496566329405,6165.209412575,9446836,6047.87112888287,2803.56948065836,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2013,national,HHS,national,2013,consumption,1,1998 - 2020,3.75,8.673345852782308e-4,1.4595339313205232e-4,3.396565734430968e-5,1.6621603347071658e-4,18.165651513764526,16.063588081657247,0.1184392087148715,0.2657505248326819,0.21430377014678412,0.039734794486497665,0.055616587705038606,0.06546137054246554,0.07498327327589721,0.08395276603772994,0.0936474173443706,0.10514131637610441,0.11961726670131845,0.14125679635451216,0.22058841117606898,0.6288256403785355,6165.209412575,9443211,6110.90466736341,3103.39433261396,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2014,national,HHS,national,2014,consumption,1,1998 - 2020,3.75,5.341984435266945e-4,8.422323009310917e-5,1.3278921510915593e-5,9.16550728445469e-5,18.91825027523821,16.639469912579372,0.12269644457590913,0.2717666682882778,0.2160455188814743,0.03917615752703042,0.054096534356456866,0.06475519610856002,0.07496084865058866,0.08363802848450874,0.09300095733282576,0.10487229532450681,0.11869931034935155,0.1411496909888994,0.22565098087726865,0.7427660358406946,6165.209412575,9448515,6212.91277243518,3234.4470462968,FALSE,micro,survey
Europe & Central Asia,ECA,Belarus,BLR,2015,national,HHS,national,2015,consumption,1,1998 - 2020,3.75,0.002419078572265519,2.0683949618727546e-4,2.8543394869808422e-5,2.228062795512364e-4,16.94639836431485,15.22969695527875,0.10814342186272251,0.25633226265142495,0.21032741908660288,0.0406497497506043,0.05642779624258386,0.06683163397157174,0.07583568591811726,0.08490889949158556,0.094603212598532,0.1058246997217624,0.12039657449303598,0.14240447638668197,0.21211727142552117,0.8432955897939398,6165.209412575,9461076,5967.05220384914,3155.21875211637,FALSE,micro,survey
